seller_id,Profit_Margin,SellingPrice,FreightValue,order_count,Profit_Margin_Percentage
d63c73efd41eb002280e7ec831424edb,5429.41,5598,168.59,2,96.99
87e24fc7052259b1f7f607d61c10d8be,6858.93,7073.59,214.66,7,96.97
4eeb99008a0f59d2c7759c59f9a346eb,1243.05,1282,38.95,2,96.96
f021c962aaba8ef6eb527a9c2c8394d1,4263.13,4398.5,135.37,5,96.92
5bf397d04035b5f45cc41e82ec106803,1477.72,1525,47.28,3,96.9
8de8fe3af4449ed695d2434c933ed73e,2024.65,2090,65.35,1,96.87
e5cbe890e679490127e9a390b46bbd20,880.27,908.99,28.72,2,96.84
1710c3aaa9c6b44ec3883ee0fe300e21,1151.25,1188.9,37.65,2,96.83
5d378b73ab7dd6f0418d743e5dcb0bd1,10895.3,11254,358.7,6,96.81
6750d71153f00fc58829af2a8ef1bcf1,3401.5,3514,112.5,6,96.8
e1c76f339ebd5460999f25a2aa8c92c5,871.1,899.9,28.8,1,96.8
820c7c9eaf76d2b226b6c242bcf3f34d,541,559,18,1,96.78
1f1bb1f0859883505541bdd6606193e5,15518.81,16040.84,522.03,27,96.75
966cb4760537b1404caedd472cc610a5,44423.95,45928.26,1504.31,67,96.72
59417c56835dd8e2e72f91f809cd4092,35260.23,36459,1198.77,18,96.71
e70053bf73d1b5863932e53a9fa47496,3891.42,4025,133.58,7,96.68
d36b07fd3c5088e477a72d1fccfe29d4,317.94,328.9,10.96,1,96.67
1d0997ff06b524ce9289ffd75114ecd3,3620.43,3747,126.57,3,96.62
612a743d294c27884fb7b80d2b19ba35,2953.25,3057.7,104.45,2,96.58
54065e9aef7e9e9c2dc23b7594db021a,6836.22,7079,242.78,12,96.57
ee27a8f15b1dded4d213a468ba4eb391,6271.34,6499,227.66,1,96.5
606ce7768feac12c5e8bd58db8b08f0f,2814.34,2916.6,102.26,5,96.49
8476243f92442881ddd5b578975cf115,7562.97,7838,275.03,12,96.49
6b1c4d4d9ccf0be3d8544eb0e71e5318,1638.96,1699,60.04,1,96.47
f08a5b9dd6767129688d001acafc21e5,13573.52,14069.63,496.11,11,96.47
6bd69102ab48df500790a8cecfc285c2,7780.98,8070,289.02,5,96.42
9c4d31c7e46ab03a43fc06e3142afd4e,1175.08,1218.9,43.82,2,96.4
7e93a43ef30c4f03f38b393420bc753a,159989.43,165981.49,5992.06,319,96.39
5d9f3746e112e696f98ea22c56b3e912,1274.87,1322.64,47.77,1,96.39
8f580d36c1e9d6fbce95283403c7d447,4633.1,4813.25,180.15,8,96.26
4d600e08ecbe08258c79e536c5a42fee,3673.21,3816.17,142.96,7,96.25
a20d8058c866dbaeca014d2cd20ac62e,1149.1,1194,44.9,2,96.24
8cc6a0e5738e61a87b03c78b2ba9db4b,12768.8,13272.7,503.9,23,96.2
aec99834ab5d38ead22766ada8497e87,441.49,459,17.51,1,96.19
fc4751cfe3b279c419615b9b00c1abb4,436.35,453.7,17.35,1,96.18
2b3e4a2a3ea8e01938cabda2a3e5cc79,22723.2,23629.15,905.95,52,96.17
458d868c9642f55f18f04e951a3fdde6,2613.25,2718,104.75,2,96.15
bb5d956dece964a06c12bceb66b923ae,1228.22,1278.36,50.14,2,96.08
ade45994b717ccee333492330fbf037b,6912.37,7196,283.63,10,96.06
ab75b89cc49c9ab3160d0c91565a442a,18.24,18.99,0.75,1,96.05
a4b6b9b992b46e9ef863637af96e04bc,5083.16,5293,209.84,6,96.04
86bb7c4b535e49a541baf3266b1c95b1,7837.58,8162.4,324.82,16,96.02
66e0557ecc2b4dbea057e93f215f68d8,11653.58,12141,487.42,30,95.99
67883baaae6134ee81b271a542613728,7839.78,8167.9,328.12,19,95.98
b94cc9f10ddc85e4ba73a6f7974e7101,24323.71,25346.1,1022.39,39,95.97
a00824eb9093d40e589b940ec45c4eb0,9020.48,9399.97,379.49,3,95.96
7238f877570096ae403c51898fa64566,1150.48,1200,49.52,3,95.87
f35b3c613c4f7b2275f4185d0a3c59ec,3880.21,4047.25,167.04,9,95.87
c611f4ce9ce875bcc063fa97fd4d7d12,305.75,319,13.25,1,95.85
2528744c5ef5d955adc318720a94d2e7,5981.3,6245,263.7,5,95.78
13fa2a6c6b9d0f43cb588d7c82117a12,4336.56,4528,191.44,9,95.77
9535a841eecebed61a9fb1ac1cbb5597,751.47,784.9,33.43,2,95.74
a63bfbaa882c8f4542891b4e2246cc7f,5438.01,5682,243.99,6,95.71
e7df4cd29ab5abab70fb0783ddb53987,9195.33,9608.7,413.37,23,95.7
822b63912576852aea9a8436d72317b7,3316.59,3465.93,149.34,6,95.69
fbc14c0cf93505ef89f64665ffa4a7b5,11696.71,12227.82,531.11,18,95.66
968268a686aa05d1f529fb07dff08130,4473.74,4677.29,203.55,12,95.65
47648caee88ccfe951fbb27fbf7b4cbe,1496.99,1564.99,68,3,95.65
512d298ac2a96d1931b6bd30aa21f61d,7080.01,7401.94,321.93,11,95.65
4d0041cdbe51b4617d95c70b19decc74,5004.91,5235.2,230.29,8,95.6
3a4127e1ba7208ea37044c5092aae170,1761.25,1842.7,81.45,5,95.58
cf654707ed6a99f112c7ec3d6f314b8b,722.46,756,33.54,3,95.56
c004e5ea15737026cecaee0447e00b75,2244.88,2350,105.12,1,95.53
8fb791022c1fc8909664f48ab7dc636d,7756.55,8119.95,363.4,5,95.52
282c7480173bb9c01dd41cc739fec010,4082.09,4274.2,192.11,5,95.51
528bcf6680c36dddf07620bd35b33a6f,926.12,969.98,43.86,2,95.48
7b1222c3624aa89b9558b50a2594188c,9645.95,10103.52,457.57,22,95.47
cf8ab1616079e2793aa29d524df01bb1,9156.44,9594,437.56,6,95.44
e9c6969d40e6a3d2d0f90013165c2b98,4997.98,5239.98,242,10,95.38
01ed254b9ff8407dfb9d99ba1e17d923,1398.27,1465.99,67.72,5,95.38
180c3376aff0e43dd5788709df48a843,4303.03,4513,209.97,5,95.35
7816cd9c5b1238e320545f5bf7eb80e8,466.24,489,22.76,1,95.35
d650b663c3b5f6fb392b6326366efa9a,17483.79,18335.9,852.11,57,95.35
c8025364abeecb115431bf95c11a747f,884.72,928,43.28,2,95.34
a6bd7d1ccdac48c6b33b28596b7eb122,13031.31,13669.11,637.8,15,95.33
7bac63f6603d382cc8d0832eb6c100a8,7389.3,7751.95,362.65,19,95.32
4bf658053d453036c70976bccb2c31b2,1661.42,1742.99,81.57,2,95.32
f235413f677777a0738ff215d0184901,1136.15,1191.98,55.83,2,95.32
5ca5d579b5857ee8709479b1047cecc3,161.94,169.99,8.05,1,95.26
3f0e48d209018b466fcd3bb4ccfeb520,5143.2,5399,255.8,9,95.26
05ca864204d09595ae591b93ea9cf93d,171.38,179.9,8.52,1,95.26
ed4acab38528488b65a9a9c603ff024a,12149.14,12759.45,610.31,32,95.22
f00f5b35d0abcacbdd863672f4bb2c1a,284.57,299,14.43,1,95.17
a99504ac23ed125aaf5302af6cc30af9,930.76,978,47.24,1,95.17
5e106d93b717c2682b9383da480364a1,424.19,445.9,21.71,1,95.13
edb1ef5e36e0c8cd84eb3c9b003e486d,75258.66,79144.9,3886.24,165,95.09
aadfe0417e61315688b6bd7043361e25,275.62,289.9,14.28,1,95.07
0a82f5fb06a4fe4ac2cf7cb412ec71b8,439.2,462,22.8,2,95.06
b8630e1121437d41cb08e3c749c2c2e2,6641.9,6988,346.1,12,95.05
eb4df17aed01d918c65f0f8d650900c0,3554.28,3739.87,185.59,11,95.04
c4d51195486dc781531876a7d00453d8,10899.61,11468.98,569.37,17,95.04
328acb143b4a73aad6bee8e734f5d20d,665.21,699.98,34.77,2,95.03
04308b1ee57b6625f47df1d56f00eedf,56042.98,58991.8,2948.82,92,95
6e386f64c84e482f0b9abf960797ee1b,11597.79,12209.3,611.51,29,94.99
19484c79cef6c062cb177aa4ef2fcc3c,191.74,201.9,10.16,1,94.97
a513150f33f99a06569e9cd5c4bb889b,642.75,677,34.25,2,94.94
f664f98bfda2eaf266a23ff144e7a872,146.18,153.99,7.81,2,94.93
ec80e49e69745ab6c14f984bf2149423,3520.69,3709,188.31,12,94.92
244b04680fdbded0acf5aebd9c92b44a,1614.81,1701.8,86.99,2,94.89
134285d1f41da5c13a756ee8142c8a4e,1491.77,1572.7,80.93,3,94.85
07d75e33f2750d97d467fb57e4dfdd8a,685.21,722.4,37.19,2,94.85
e5f9e61ceb5f523cc966e0f34095032f,2122.56,2238,115.44,4,94.84
fa1c13f2614d7b5c4749cbc52fecda94,181000.78,190917.14,9916.36,578,94.81
10089e9f2fd0c668a8fd4e52e1698888,1080.49,1139.9,59.41,3,94.79
3442033154be05bac582e173ef54fd12,152.61,161,8.39,1,94.79
3d39fbf22a665714baf62fae36029e23,2373.57,2504.2,130.63,8,94.78
a0415d9b25ede3c4b1e477e9916ffc03,3359.26,3544.2,184.94,9,94.78
69b5eaa096c3f9d1e5c398c597f567d6,888.98,938,49.02,2,94.77
7901646fdd36a55f564ffaf2dbccaaf7,11235.33,11857.08,621.75,22,94.76
9df5750209b83567ec144eb299d7d634,4657.7,4917,259.3,11,94.73
ebd1417732defaf66c50b5a800eb293e,292.67,309,16.33,1,94.72
bede56095ba33c42038fb85f707b8a42,3763.03,3973.9,210.87,2,94.69
6c12e40690c335dbc2f68a4134d30dc1,8654.14,9139.2,485.06,16,94.69
9b00cad94ef3078faf6fba2e792c158f,335.98,354.9,18.92,1,94.67
d6b664fa0667064c6d76394e7848d790,5755.66,6080,324.34,6,94.67
04843805947f0fc584fc1969b6e50fe7,1325.24,1400,74.76,1,94.66
3296662b1331dea51e744505065ae889,490.09,517.8,27.71,1,94.65
49cdc90518a4f82676b38b3c1aa43ff6,1456.89,1539.5,82.61,5,94.63
2305ab43e846518f58dd9d59f3f54e96,746.52,788.89,42.37,3,94.63
5c243662ce92d84573bfaff24c3e3700,31086.38,32862.02,1775.64,98,94.6
a7c88262832dfc683781d6a421edefae,1437.58,1520,82.42,5,94.58
4fb41dff7c50136976d1a5cf004a42e2,1163.23,1230,66.77,3,94.57
f9244d45189d3a3605499abddeade7d5,14260.72,15081.44,820.72,20,94.56
f524ad65d7e0f1daab730ef2d2e86196,546.5,578,31.5,1,94.55
397c4d0c005b6f41f90098ac724e28cb,7731.63,8177,445.37,5,94.55
0307f7565ff85b299b6e5ef162b1b1a9,4454.91,4711.9,256.99,6,94.55
70c4eedec9cb4a85cda2f3f9673557b4,226.72,239.9,13.18,1,94.51
f9eedec3129e8cc6b6429c42d0808c5b,746.45,789.8,43.35,2,94.51
f25e239052084705e17a982bc600ab2a,6974.52,7380,405.48,8,94.51
c4f7fee5b0db50e87766f5a4d1b1b758,2609.34,2762.03,152.69,5,94.47
33c51922b6e3c16b24a8f28e5833c99d,6289.86,6657.87,368.01,18,94.47
abe42c5d03695b4257b5c6cbf4e6784e,16052.45,17000,947.55,49,94.43
e00d85ce20ea50c1224c66ca5050527d,140.7,149,8.3,1,94.43
747e73c01a4593d4cf60dcf970fd2689,2094.22,2217.99,123.77,3,94.42
427165bf50f8ca07efc7bdc2bfcf1688,1514.1,1603.5,89.4,5,94.42
e882b2a25a10b9c057cc49695f222c19,48201.32,51057.54,2856.22,57,94.41
f2336e113377dd21c744d9c4fc8293a9,3363.92,3563,199.08,4,94.41
de09d00cfc265b8804c7df34075a68fa,740.03,784,43.97,3,94.39
33dd941c27854f7625b968cc6195a552,6406.59,6787.5,380.91,5,94.39
6061155addc1e54b4cfb51c1c2a32ad8,14753.49,15633.4,879.91,28,94.37
7dc9a3355bae96dd82008b313d3a456c,848.38,899,50.62,1,94.37
a7ecf689b40a44361e259b28939023e4,367.09,389,21.91,1,94.37
1b7e5006cb25dd23ce8686691013b121,2487.52,2636.74,149.22,11,94.34
c394e193cda3b4225ff2094d32184849,2957.33,3134.89,177.56,2,94.34
f4c4daa86e30c7e5a553a8d518ac03a5,5644.12,5984.31,340.19,18,94.32
d3dcf0604eabf0224fbd5948b5e02f69,2737.19,2902.3,165.11,9,94.31
901b460cdce0c64e471230d7f2f9f3a3,1795.44,1904,108.56,5,94.3
8936ba0de1073ee888cb3185ae5dc661,367.77,389.99,22.22,1,94.3
270297ead4c65a6cd2593960d2af6b21,8807.04,9344.4,537.36,17,94.25
4391ea5c5990502176a1dcda44a2373d,2213.7,2349,135.3,3,94.24
4cc4fd4fdd406a85bbdc1f824b731bd7,508.74,539.98,31.24,1,94.21
8ea394aed8138685abe1eb9f25e1021d,1262.4,1340,77.6,2,94.21
06df0c10d34e459d9672bc77388742eb,8544.23,9070,525.77,26,94.2
3ef37b7ca6dd2b80bd8af81a62504996,659.03,700,40.97,2,94.15
3bfba5a77604f6dfae7e6dd7aaf65821,1972.81,2095.5,122.69,4,94.15
53243585a1d6dc2643021fd1853d8905,205083.86,217940.44,12856.58,348,94.1
b7d5b4b87af9d42b601865d3f3810bff,329.31,350,20.69,1,94.09
1961c3e1272bfeceb05d0b78b5bbfdaf,617.99,657,39.01,2,94.06
1284de4ae8aa26997e748c851557cf0e,1373.1,1459.97,86.87,3,94.05
d9e8c084b68fe958861d8f2c21202e6b,2868.14,3050,181.86,9,94.04
fa74b2f3287d296e9fbd2cc80f2d1cf1,1198.31,1274.49,76.18,5,94.02
a663d9c3797e90eac99ff60939416a56,220.92,235,14.08,1,94.01
791cfcfe22fe4a771ece27f90017da92,280.28,298.13,17.85,1,94.01
b33e7c55446eabf8fe1a42d037ac7d6d,41558.79,44215.17,2656.38,149,93.99
ff314fa6033cc68ec451c47aee2d6ba4,505.46,537.9,32.44,2,93.97
5bba18b40e8c973b0f32e748004775b0,695.16,739.98,44.82,1,93.94
a4bd6e9adf39b63f43dc545d3ca1f53d,1736.21,1848.59,112.38,4,93.92
8fd3b4468f6425810648177996c14cbd,333.23,354.9,21.67,1,93.89
626ab1cd96932367f0eeec2e47046c12,1229.53,1310,80.47,3,93.86
c60b801f2d52c7f7f91de00870882a75,10598.06,11296.5,698.44,39,93.82
e546117ed9cafbc40239c0c78635c584,427.66,456,28.34,2,93.79
610f72e407cdd7caaa2f8167b0163fd8,12740.87,13585.16,844.29,16,93.79
052577151711aec5c744fe12e66db3e1,644.35,687,42.65,1,93.79
b5bb2b985208834bd5bd86c7a402bbad,582.4,621.06,38.66,2,93.78
679769a98cfcc6da877c8486ff1c13f3,6590.61,7029,438.39,21,93.76
ed46f1eb4a638113deb2a1137b5f22e9,3253.32,3470,216.68,4,93.76
a11a0e0ca67423425691db355cff69b0,420.82,448.9,28.08,2,93.74
091065b789659bc3cd9af9cb3a6253ff,1273.63,1359,85.37,2,93.72
11742f81550ac064cc9a40f67151d9ad,732.79,781.9,49.11,2,93.72
240b9776d844d37535668549a396af32,12492.53,13332.09,839.56,35,93.7
a888faf2d1baececa6baf9c3d603ee1f,16456.85,17564.8,1107.95,53,93.69
7957cac1a02f45d0a4a7e45626382ec2,321.36,343,21.64,1,93.69
8c91bfea4263b8fba54081460693e2a1,692.25,739,46.75,2,93.67
f7ba60f8c3f99e7ee4042fdef03b70c4,63752.06,68070,4317.94,218,93.66
120476eb7a04c149d14772edaf5d9bf2,2217.97,2368.8,150.83,4,93.63
556a6409838156ea299c9d1f9e2dde43,1275.96,1362.8,86.84,4,93.63
3b18f9856c6eb2413eafedb58e9eecd9,294.91,315,20.09,1,93.62
96493fab2fbb13a14d0c0e8772eef5c3,17756.77,18969,1212.23,63,93.61
dd88d13bea9e4c2bf47daf224f8141e5,428.62,458,29.38,1,93.59
9ed65337433adfbedefd23dd76eaa494,1181.55,1262.6,81.05,6,93.58
1fdc574883ef3b33ad41562d93f3a74a,3977.73,4251,273.27,18,93.57
06532f10282704ef4c69168b914b77be,9195.15,9827.95,632.8,7,93.56
6288c69c4ce638e59925e59193f98b16,3926.59,4196.8,270.21,20,93.56
b76f4d90e85657a240495c876313adc5,279.7,299,19.3,1,93.55
4c8545742faaf58fafd5fd14d25d75cf,2823.69,3020,196.31,4,93.5
4342d4b2ba6b161468c63a7e7cfce593,494.36,528.9,34.54,2,93.47
d8bf0fc082fd4a77fc2e5679b6c00133,130.76,139.9,9.14,1,93.47
2a5b78b41cd05baeac8df54c6606b92c,14533.09,15554.28,1021.19,46,93.43
9485a23c0430ba1d58d359391606fce6,775.94,830.9,54.96,4,93.39
ad97a199236354e53fcd91a5a913e9a2,11609.68,12446.85,837.17,16,93.27
8b655f0855926bcb49f5835d38dfddf6,1016.19,1089.5,73.31,5,93.27
e9729944ba65dc3ce425e0c5a22ae7b2,854.97,916.7,61.73,4,93.27
54583ab379489add547fe47b628db589,2088.92,2240,151.08,10,93.26
c4af86330efa7a2620772227d2d670c9,5031.04,5396,364.96,4,93.24
af4a0e4cfe1d9c26b6712b1be25a72e5,8164.36,8757.98,593.62,21,93.22
abbf6046bbdf1028606a5bc7f00c99e7,1740.24,1867.25,127.01,6,93.2
455c5640e8c5bd1b2ee85c0158f85727,6272.11,6729.5,457.39,8,93.2
a45314082d50d578a4721c9787ce09ab,395.88,424.9,29.02,2,93.17
850f4f8af5ea87287ac68de36e29107f,42188.02,45285.37,3097.35,186,93.16
4e8dacf3d38f281ae26c3e0321d92d88,1914.88,2055.46,140.58,8,93.16
8a43128d7f9a3db592b866e6861a6cce,922.71,990.6,67.89,3,93.15
eeb6de78f79159600292e314a77cbd18,40514.79,43510.84,2996.05,82,93.11
c72de06d72748d1a0dfb2125be43ba63,16310.82,17522,1211.18,21,93.09
d1a5cc844736958c11b8efab9a2b4c87,221.19,237.6,16.41,1,93.09
b3b17aab11f273023a5f22ca52e1eb70,6374.65,6850,475.35,7,93.06
327b89b872c14d1c0be7235ef4871685,1095.2,1177,81.8,3,93.05
da03c298e3999e9d828591fc2179d109,732.92,787.7,54.78,4,93.05
bce6a5ecf98e99fd2a8868b15c51f04b,3223.3,3464.9,241.6,14,93.03
1d2732ef8321502ee8488e8bed1ab8cd,1067.82,1148,80.18,4,93.02
d7827b2af99326a03b0ed9c7a24db0d3,1353.3,1455,101.7,1,93.01
c510bc1718f0f2961eaa42a23330681a,9430.55,10141,710.45,12,92.99
685b870da5b52a710782c9c0fefbeb5b,583.02,627,43.98,2,92.99
e59aa562b9f8076dd550fcddf0e73491,28556.23,30716.3,2160.07,69,92.97
a7dc4098e4da6e41b426269d12ae7e91,481.55,518,36.45,2,92.96
6524b847b982cd56bb5d4b02b776ee42,724.66,779.8,55.14,1,92.93
bab0a8cd684e41ba6e2637dca0979d3b,250.76,269.9,19.14,1,92.91
ccc4bbb5f32a6ab2b7066a4130f114e3,67752.1,72926.72,5174.62,184,92.9
365e445f796710c3431557e85caa25db,1035.7,1115,79.3,4,92.89
76d336555bb25f3165d2f0d6da719c40,153.24,165,11.76,1,92.87
2addf05f476d0637864454e93ba673d5,4226.36,4552,325.64,12,92.85
c847e075301870dd144a116762eaff9a,14156.12,15248.8,1092.68,41,92.83
fe2032dab1a61af8794248c8196565c9,60978.82,65689.71,4710.89,293,92.83
c500367424994318b9e779ff1ae9a330,4034.41,4346.4,311.99,9,92.82
080199a181c46c657dc5aa235411be3b,13463.52,14504.2,1040.68,79,92.82
4b1eaadf791bdbbad8c4a35b65236d52,891.14,960.09,68.95,5,92.82
1099a00e0ee3a50935e6c2447ca090c5,788.57,849.7,61.13,3,92.81
686886775c8f6b1191c7b953fb52708c,175.38,189,13.62,1,92.79
72c5da29406b4234927b81855e7b64f6,10944.91,11798.69,853.78,31,92.76
c026ef0d72e9132d9fa112308090c8dc,482.28,520,37.72,1,92.75
b26741d31a563d769b4af0465ab20c56,600.97,648,47.03,2,92.74
bc39d8938f90a3a2b98193723ed59774,284.49,306.8,22.31,2,92.73
d71d863e5ef30d94e440c11be17dcd8f,8573.71,9246.9,673.19,23,92.72
4b90495391ac0bd181a80a459df1e718,229.89,248,18.11,1,92.7
70f84699be677ec988d1fa824aef7d90,1472.16,1588.3,116.14,5,92.69
34d1ca11b242c0fee2c834ae8d788566,12440.2,13422.24,982.04,40,92.68
340636a908b13bbe0f4fb63fbe1d0c03,454.5,490.5,36,3,92.66
a13aaf2d2886ab9fb30fb9a920160b8f,937.21,1011.52,74.31,4,92.65
784ba75dd9d20200c4caed3d7a77141a,7542.31,8142.33,600.02,19,92.63
91f5779a8731baca4809fdeade81803f,1825.83,1971.46,145.63,6,92.61
e96498ed8daaa3e9c23f7a62da76591c,8905.99,9619.09,713.1,34,92.59
2c538755f1ca9540af144f266e70df6c,310.07,334.99,24.92,1,92.56
05feb94f19d094d4b0f9281f0b1d4c99,8655.96,9353,697.04,6,92.55
5882820ef11c4c068eea0677a7a879b4,9186.19,9925.5,739.31,14,92.55
218f991754f360af9c2daa5e0b8e990c,3289.1,3554.32,265.22,14,92.54
483ca627d131e18f988349b1655c0acd,244.27,264,19.73,1,92.53
695051e2981c8b19e77cafe450d5bdf3,157.07,169.76,12.69,1,92.52
9e9b539eb2806acee3f5c28085c1db9f,894.53,967,72.47,3,92.51
2063dd1b9f568df1c16741ea7d3e6adb,705.93,763.1,57.17,3,92.51
2f73e04d12cdf0c945ded66bb3fcf6c7,1257.15,1359,101.85,3,92.51
0af977692321d895349eded183341d28,238.28,257.75,19.47,2,92.45
7d13fca15225358621be4086e1eb0964,103937.89,112436.18,8498.29,558,92.44
fec8cd45395b3cb0c2b173d7739706a1,1183.06,1280,96.94,4,92.43
fc0b214b59a83615fea981c6424a02ae,147.76,159.9,12.14,1,92.41
b45d7ebfb7378630f1bcd74b6ff86ff7,831.26,899.7,68.44,3,92.39
821fb029fc6e495ca4f08a35d51e53a5,16486.07,17851.62,1365.55,24,92.35
3364a91ec4d56c98e44174de954b94f6,3306.03,3579.94,273.91,6,92.35
3c487ae8f8d7542beff5788e2e0aea83,8666.05,9385.7,719.65,30,92.33
1588ac4010787100dddef64568f0ae35,553.97,599.97,46,3,92.33
5e25c632f9db6cfb8bc100421c2737b6,239.09,259,19.91,1,92.31
713e3a23ca5e47786eb6f0d99f94cfac,1038.97,1126,87.03,4,92.27
c66dccfb3f109511246da627dd5a2498,11237.81,12182.55,944.74,44,92.25
3fefda3299e6dfaea3466ef346a3571a,192.79,209,16.21,1,92.24
1996942dc085d7773ba77a529b163cd0,2198.24,2383.52,185.28,9,92.23
56db5c0782e8f7ddc9343f9576ff6d16,677.65,734.8,57.15,2,92.22
4450bd8327d471c4a11a83d1445b1b62,183.44,199,15.56,1,92.18
2eb70248d66e0e3ef83659f71b244378,35934.71,38990.72,3056.01,187,92.16
7cf4ea70955b00d6b3c22542598e2715,174.99,189.9,14.91,1,92.15
d624126b9206f595fb3fbb6ba03b28a8,6629.1,7198.8,569.7,23,92.09
40d54b51e962dbe09cabbcfd33298dee,6247.87,6785.56,537.69,30,92.08
5b35136197710e16ac5e7b7c2bd4ea85,2858.11,3104.2,246.09,7,92.07
e24fc9fcd865784fb25705606fe3dfe7,11755.29,12768,1012.71,51,92.07
c840d3fdbba0790404fdae73d253b253,4162.63,4522.28,359.65,9,92.05
0ad80de75c811326389cfb1daba7d45e,1334.08,1449.4,115.32,6,92.04
93dc87703c046b603023e75222018b45,7500.36,8149.35,648.99,33,92.04
054694fa03fe82cec4b7551487331d74,7625.86,8286.1,660.24,20,92.03
f26d70155c2b6326fcfa1780c8c684e4,186.72,202.89,16.17,1,92.03
ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,20186.4,21940.8,1754.4,20,92
89c127985a8b130cfa45c1d36764017a,1227.65,1334.67,107.02,6,91.98
f5a590cf36251cf1162ea35bef76fe84,47098.6,51232.78,4134.18,113,91.93
522620dcb18a6b31cd7bdf73665113a9,52107.32,56690.49,4583.17,172,91.92
c6bda72e4dbf5c5866b13cb1810c6d03,12922.64,14059.38,1136.74,59,91.91
900ba814c251a692506d7834c1218441,26498.6,28833.03,2334.43,86,91.9
b2ac621f0d0322434d04a12b078b9369,8794.11,9575.5,781.39,30,91.84
43a1d4bab73b816e44ef4e4facd9f9b5,174.4,189.9,15.5,1,91.84
751e274377499a8503fd6243ad9c56f6,200.16,218,17.84,1,91.82
4ddeb3e828550cddc8d45c8bc36ab2d1,139.55,152,12.45,1,91.81
5b51032eddd242adc84c38acab88f23d,3011.05,3280,268.95,12,91.8
984c273121e743dd14767befe6cb17f5,238.29,259.6,21.31,1,91.79
05ff92fedb5be47920fea08e501238b9,19488.09,21235.98,1747.89,57,91.77
eb9267cccc90f1b49c8d2f9887c7dd97,293.53,319.9,26.37,1,91.76
